Pizzeria Ristorante La Gondola Lemmer,1
Kyra's taverna,2
De Toerist,1
Döner Center Atman,1
Brownies&downieS Vlissingen,2
BROOD.STORE,1
FIKO,1
Snackpoint Ureterp,1
V.O.F. Café \'aan de Grens\',1
Bonetti,2
Restaurant Kapadokya Vaassen,1
Shell,1
Café De Gooth,1
Lunchroom Bosporus,1
De Lantaarn,1
Da Christian,1
Cafetaria 't Centrum,1
Café-Restaurant De Trein,2
Het Labyrint,2
Snackbar Ouwersloot,1
SnackCity,1
Pannenkoekenrestaurant Den Tol,1
DeliChicken,1
De smaak van Afrika,1
Vegan Junk Food Bar,1
Streekrestaurant 't Sterrebos,1
La Stanza,2
Doppio Espresso,1
Raadhuis Schipluiden,1
Nefeli,1
Café de Prins,1
Songda Food to Go,2
Broodjesservice.nl,1
Kimono,1
De Vriendschap,1
Café de Griete,1
q.t.,2
Small World Catering,1
H'eerlijk,1
Burger King,3
Quies Tea Tearoom,2
Burger Palace Groningen,2
SushiPoint Amersfoort,1
Dorsthuys Demmers & Spijslokaa,1
Markhoek,1
Soof,2
De Bourgondiër,2
De Vier Seizoenen,2
Café Substitute,1
bij Roos,1
Shoarma El Aviva,1
CAFETARIA TIMMIES,2
Bottles & Bites,1
Ekoplaza,1
Miracle lunch drinks diner,1
La Boca B.V.,1
Tapperij \'De Luifel\' B.V.,1
By Gary,1
Dimitri Petit,1
Klein Centraal,1
Schipperhuus,1
Eetcafé Het Wapen van Hoogersmilde,1
Mixxim Club & Cocktails,1
Bar Restaurant Nessst,2
Bagels & Beans,1
Big Snack Tasty,1
Café Herman,1
Scandinavian Embassy,1
Satebar,2
Cafetaria J-Beez,1
Restaurant de Viking,2
De Koperen Pot,1
BY Pimpé,1
Proeflokaal Mimi,1
Vishandel van der Veen,1
Jipp's Pub,1
"Samen - Eten, Drinken en Ontmoeten",1
Eethuis Marmaris 2,2
Café Blinq,2
Snackbar Peter van den Berg,2
Hangar 85,2
Café Rail Road,2
Plate Restaurant Waasdorp,1
Huize Frankendael / restaurant Merkelbach,1
Bakker Bart,1
Eetcaf‚/restaurant \'Amon\' Eindhoven,1
NIGHTBAR THE BOTTLE,1
De Halve Maen,1
Class by Jofel,1
Snackbar \'Alet\',1
Snackbar Het Bruine Paard,2
Deliroos,2
Café Ons Dorp,1
Kazaa lunchroom,2
Cafetaria Van Putten,1
Lieve Vrouwe,2
Kasteel Elsloo,1
Garage Broersma,1
Döner House,1
Café de Bel,1
Sale e Pepe,2
Da Peppone,2
Pizzeria Bella Venezia,1
Cafe A Genne Komm,2
BR3AD Lunchbar,1
Restaurant Goodys Enschede,1
El Argentino,1
Herberg De Driesprong,1
Thais Restaurant Me Naam Naan,2
't Wellse Veerhuis,1
de Gekeerde Kanis,1
TheBodybar.nl,1
Neetu Da Dhaba,1
Café-Bar 't Bremmetje,1
Smooth,2
Café Rustoord,2
Broodjeszaak Bufkes Weert,1
Jamey Bennett,1
The party,1
Snackpoint Hill’s,1
De Wagenmeester,1
Vlaamse Hoek,1
Restaurant El Puente,1
Ice cream Bacio Mierlo,1
De Kentering,1
Gelateria Cafè Bar Maxim's,1
Grand Cafe Mazaka,2
Foo Concepts,1
Snackbar Knoalster-Lorelei,2
De Buren,1
Café Boulevard,2
Johma,1
Daily Wok,1
Il Delfino Blu,1
Restaurant \'De Bodega\',2
Puur Zuid,1
Kakelbont,1
Pita,1
Lunchkiosk Museumplein,1
Eetcafé Stout,2
Kota Radja,1
Stadscafé de Notaris,1
Cafe Oblomov BV,1
Passie voor Vis,1
Kwalitaria,1
Indian Food Corner,1
Café Wilsons by R&R,2
The Irish Cottage,1
Sushi Time WTC Amsterdam,1
De Kastelein,1
Eeterij Het Keldertje,1
Cafe de Zwaan,1
Liberties,2
Restaurant De Jonker,1
Restaurant HoogHeid,1
Da Piera,1
De Kat in de Stad,1
Bij de Buren,1
Café Den Bartel,2
Pub De Beproeving (The Tasting),1
The Pool Groningen,1
Eetcafé Tinus,1
Roeleveld Vis,1
Cafetaria Nieuwveld,1
Shoarma Jeruzalem,1
AnyTyme,1
Burger Bar,1
The Colour Kitchen Pionier Cafe,2
Chocolate Company,1
Eetcafe de Mallemolen,1
LUNCHCAFE DE BROODERIE,2
Crunch Café,1
Gasterij Koningswinkelhof,1
MARCUS IJSSELSTEIN,1
Cafetaria De Steiger - Lewenborg,1
Pizzeria La Villa,1
Partycentrum De Platte Vonder,1
Pazzi De Clercqstraat,1
Restaurant Azmarino,1
Super Thai Thais Restaurant,1
Cafe Billard 't Witte Paard,1
Salvatorica,1
C’est la Vie,1
Pizzeria Bennekom,1
Zainab Roshni Mahal,1
Cafe Brandpunt,1
Dadawan,1
Doppio Espresso,1
't Beemster Spijshuis,1
Momiji Sushi,1
Slagerij Dick Kok,1
Restaurant Gember,1
Eethuis Kon Moi,1
Restaurant Skoftig,1
Burgemeester Jansen,1
Café-Restaurant Stork,1
De Amstelclub,1
Balthazar's Keuken,1
Labyrint Drielandenpunt,1
Tennessee,1
Cafetaria Paul Patat,1
Lunchcafé Dialoog,1
Snackbar M.C. Lin,1
Plein 4,1
Ministerie van eten en drinken Bergen op Zoom,1
WAater Food & Drinks,2
Bakker Filius,1
Cuisson,1
D'n Hendrik,1
Maiko Fusion Food,1
Chinees Kantonees Indonesisch Restaurant Oriental Paradise,1
Koffie ende koecke,1
De Pastorie,1
Restaurant De Hef,2
Spijkerman,1
Restaurant Bella Roma,1
Parkcafe Groen,2
Joop's Snackbar,1
Willy's 2 Go,1
Shabu to go,1
Friet kraam T&J delicious,1
Het Wapen van Valburg,1
Middelbare Technische School,1
Restaurant De Kolentip,1
Aziatisch Restaurant Paradijsvogel,1
Monterosso,1
De Dikke van Dale,1
Rolph's Deli,1
Vintage Coffee,1
Mekong Cafe,2
Fa. Blauwe Tent,1
Kleinsman Eten en Drinken,2
Mercan's Place Rotterdam Zuidplein,2
Lundi,1
Cafetaria Family,1
Chinees Indisch Restaurant King Man,1
Café De Beurs,1
The Tasty Shop,1
de Basiliek,1
Pommes,1
'tis Boven,1
Shisha,1
Food Master,1
Bij Giuseppe,1
Eataliano,1
Food and the City,1
Zaal 4,1
Esto Food and Drinks,2
Bord'Eau Restaurant Gastronomique,1
Lekkerrr by Soest,2
Goudreinet Kesteren,1
Restaurant Green 46,1
De Lange Muur,1
Restaurant Goudreinet Vuren,1
De Chinees Hong Yun,1
Cafe 't Hart,1
Pyramide van Austerlitz,1
Jiu.nu the wine restaurant,2
Haring & Zo,1
Pomlai,1
Mr. Cocker,1
Restaurant Hense Koeëb,1
Dudok,3
Madam Pancake,1
Restaurant Romeinse Herberg,1
Chinees Indisch Restaurant Lunetten,1
FEE Collective,1
Barrevoets,1
Njoy Sushi,1
Bij Drewes,1
Beregoed,1
Restaurant Netanya,1
Cafeteria Barry,1
Subway Heerenveen,1
Wegrestaurant/Eetcafé De Stoof,1
Mosselrestaurant De Oude Haven,1
PLUS Barneveld,1
Café Voortuin,1
Restaurant Long Pura,1
Café Apollo,1
Kwalitaria Bon Appetit,1
Eetcafé de Hut,2
Timber Club,1
Cafe/Zaal D'n Bes,2
Wijnbar diVino,1
Boelens Café Theater,1
Five Bells Bar Restaurant,1
Taveerne Tivoli,1
Café De Verdieping,2
Eetcafé The Sixties B.V.,2
't Praothuus,1
The Basket,1
Da Enzo Marchese,2
aet-kefee \Faubourg St.Jacques\',1
Bickels! Grand Café,1
Bar & Restaurant The Prince,1
Restaurant De Vissershaven,2
De Pauw Chinees Specialiteiten Restaurant,1
V.O.F. Overwijk,1
Panorama Restaurant De Blaauwe Kamer,1
Brandmeester's B.V.,2
De Koningshof,1
Lunch & eetcafe Halfweg,2
coffeecompany,1
Old Coopers Hall,2
Gewoon Chique & Club Chique,2
Grillroom Nijmegen,2
ILYA Rotterdam,1
Berlijn Café,1
De Gulle Gasterij,2
Café Poko Poko,2
Golden Chopsticks,1
Keurslagerij Hermanussen,1
Snack bar-restaurant 't Kombuis,1
Délifrance,2
Taberna - gastrobar & delicatessenwinkel,1
The Green Parrot,1
Café De Viersprong,1
Snackbar De Molen,1
Pub Our home,2
Spingaren,2
Lokaal 1e klas koffie,2
Cafe de Pater,1
Oude Pakhuys bv,1
La Galleria,2
t Ouwe Mestershuis,1
Wijnbar VinVin,1
De Blijk,1
Taco Mundo Eindhoven,1
Café De Amstel,1
De Markt,1
Mickey Brown’s,1
Pitch,3
Cafetaria Denia,1
Il Giardino,1
Maenaam Thai,1
Grand Café Roos eten & drinken,1
Subway,1
De 4 Kolommen,2
Heavenly Cupcakes,1
Het Wachtlokaal,1
De Smalle Pijp,1
MMX Italian restaurant,1
Cafetaria Vuurens,1
D'n Bally,2
Amstel Lounge,1
Het Wapen van Bronkhorst,1
Heineken Brouwerijen Limburg,1
Chinees En Surinaams Eethuis Happy Wok,2
tasty burger,2
Adio,1
Sphinx Grillroom,1
SLA,1
Alberto's Carreta,2
Restaurant Het Havenhuis,1
Dixie,1
Brams Gourmet Frites @Tilburg,1
Eet- & Drinkcafé De Slimmerick,1
Bodega,1
Heegeneerke,1
Harvest,2
Proeflokaal Gorissen,1
Café Thijs,1
Délifrance Helmond,1
Fort Bronsbergen,3
Restaurant De Ripper,1
PARCK aka Ping Pong Bar,1
Cafeteria Anytyme 't Stationneke,1
SOIL of Amsterdam,1
eethuis D'Lish,2
La Caverne de Geulhem,2
Bij An&Ien Lunch&Kado,2
De Haven van Texel,1
The Pepper Trail,3
Gember & Sereh,1
Café Vino's Place,1
Kwalitaria Délifrance,1
Kwalitaria Weidevenne,1
Café de Zaak,1
Anne&Max Den Haag Frederik Hendriklaan,1
Ugly Duck,1
Capadocië,1
Cape Helius,1
Goodies Food & Drinks,1
Hoeve Wielrevelt,1
Italiaans Restaurant la Brocca,1
Restaurant De Buren Barendrecht,2
Al Vesuvio,1
Traiteur Erik,1
Teetied,1
Toros Bakkerij,1
Café Restaurant Zalencentrum Hassink,1
HEX,1
Diverzo Mode,1
Pizzeria San Marco,1
Pacific Aussie Pub & BBQ Restaurant,1
café de Groene Vlinder,1
Het Boscafé,1
pondok yanie,1
Omelegg,1
Vinci Food,2
Restaurant BROEQ,1
Sultan Lounge,1
Sans Doute,1
Restaurant Kogerduin,1
Bar \'Twinns\' B.V.,2
Padres Place,1
Het Wapen van Rosmalen,1
Shouf Shouf Mekla,2
Café \'De Bult\' B.V.,1
Eterij & Tapperij de Kruin,1
Café \'Vanuus\',1
Pyramide,1
Alley Cat Bikes & Coffee,1
't Smulhuuske,2
Bardot (Keuken),2
Restaurant Smook,1
Casa di Sergio,1
Bakery and Pastry Vooges,1
Eetcafé 't Stremijn,1
Chef Henk,1
Claar,1
Casa di David,1
Grieks Restaurant Plato,1
Kruisherenrestaurant - Restaurant Maastricht - Camille Oostwegel,1
La Place,1
Big Fish Café,1
Trio eethuis,1
Leipzig,2
Wok en cafetaria \'De Kombuis\',1
Restaurant Camelot,1
Mell's Place V.O.F.,1
Cafe Maneslust Biej Mieke,3
Over de Tong,1
Landgoed & Golfbaan Tespelduyn,1
Fish & Chips NEMO,2
STILLEVEN,1
Restaurant Gusto,1
Restaurant De Zwarte Zwaan,1
Bakker Bart,1
Friture Gronsveld,1
Thai Fresh Express,1
Tapasbar La Fiesta,1
Bar & Kitchen Zocher,1
Het Arsenaal,1
Gotink Catering B.V.,1
Pleisterplaats Moordrecht,1
Café Partycentrum Hoog & Droog,1
Bullies,1
Grieks Restaurant Sirtaki,1
Bos Kookt,1
Casa Peru,1
Mies Koffie Thee En Meer...,2
Restaurant de Loet,1
Café en Cafetaria - Het Centrum Wellerooi,1
Coffee Time,1
't Koeskeshuus,1
Subway,1
Coffeelovers Roermond,1
Thais Eethuis Chiang Mai,1
Eethuis Hagerhof,1
Le Tambourin,1
Xin Hua Harlingen,1
Café De Dijk,2
Zala’s Restaurant,1
Saté Lounge,1
Frituur Malberg,1
Borgman & Borgman,1
Het Stadhuis,1
Café-Cafetaria Aod Maerum,1
Turks-Mediterraans restaurant Agam,1
St Tropez Gastrolounge,1
Michel Boulangerie & Patisserie,1
Cafe The Drowned Land,1
Eetcafe Le Troubadour,1
Theeschenkerij \'In den Bosch\',2
Trattoria da Roberto,1
Lunchroom Picknick,1
Kwalitaria,1
Johnny's Burger Company,1
Saray Ocakbasi,1
Caffè Macchiato,1
Ons Petries,1
Speciaalbiercafé Het Uurwerk,1
Stek Amsterdam,1
BIT Grill and Café,1
Kwalitaria Breda ( De Berg ),1
Burgerzaken,1
Jammo Já,1
Blauw,1
De Prins Van Terbregge,1
V.O.F. de Breukelaer,1
Sway Café,1
Deco Noord,1
Moop,1
Pret A Manger,2
Subway,1
Eten bij MAMA,2
Anna's Theetuin,2
Sang Lee Rotishop,1
Café de Pub,1
Grandcafé Markt 14,1
Het Wapen van Westerhoven,1
Kookstudio de Kookminister,1
Groencentra De Barnewinkel,2
Quick'n tasty,1
T Misverstant,1
Cafe Zonja,2
Café De Spuyt,1
D'Padstal,2
Argentijns Restaurant El Rancho,1
De Verandering,2
Bij Petrus,1
ThaiDelft2Go.nl,1
Kan's Garden,2
Stones Cafe,1
Café-Zaal \'De Rode Leeuw\',1
Grand Café UMCG,1
Beemster Eetkamer,1
Café Aimée,1
Pizzeria Deliziosa,1
Lunchcafé Ambiance,1
Cafetaria 'De Schout',1
Tante Tafel,2
De Kornuiten,1
V.O.F. Van Helden's Café Roerzicht,1
De Beren,1
Sweetie,1
De Poort van Assen,1
Eetcafé Mej. Janssen,1
Tapperij De Keyzer,1
Restaurant Shirak (Armeens & Vegetarisch),1
Café 'De Kartouwe' V.O.F..,1
Victory Wok,1
Miyabi,1
Bartje Bloemendaal,1
Best Burger,1
De Wevershoeve B.V.,1
Grillrestaurant Shalom,1
De Kemper,1
Ommekantje,1
Museumrestaurant de Pappegay,2
Laarbrug,1
Sushi Day,1
ANAT,1
"De Graanbeurs, eten - drinken - feesten",1
Café Theseus,1
Jay's Juices,2
Café Zaal de Spijker,1
Shalom,1
Bar | Restaurant Taste,1
Café Het Schilderij,1
Meijer's lunchroom,1
FIFTH | NRE,1
Restaurant DownTown Dordrecht,1
Kaldi Delft,1
Café Proust,2
De Bosrand,1
Cafe Biljart Beijum,1
Zaltbommelse Stadsbrouwerij,1
Clone 42,2
Ristorante Italiano Il-Gusto,1
Balkan specialiteiten restaurant Ohrid,1
D'JUICE HOUSE AMSTERDAM,2
De Rading Restaurant,1
Big Snack 't Eiland,1
ROOTS Amsterdam,1
BaiYok,1
True Colours,2
Snackpoint Wimpie,1
Eetcafé Lotgenoten,1
Hall and Partycentrum Schoonhoven,1
Brandevoortse Hoeve,1
Grieks Restaurant Rhodos Zierikzee,1
Restaurant Het Hof Van Holland,1
Het tuinterras,1
Tribeca,1
TheeLuttke,1
Kobus Kuch,1
Snack- Resto Woldplein,1
La Vina,1
Los Olivos,1
Erol Doner,1
Dragon Garden,1
Groente-& Fruithoek Zuidhorn,2
Cafetaria Lely,2
Café-Zalen Donkenhof,1
De Proefzaak,1
Indonesisch Specialiteiten Restaurant Sari Djawa,1
Zoras,1
Westkaai vers en puur,2
Kebabish Tandoori Indian Restaurant,1
Verhage,1
Visgilde Oosterschelde,1
Suri Resto \'Kon Esi Baka\',1
Café de Sloep,1
Grand Café De Hertog,2
Café De Schipper,1
LOT&DAAN,1
Restaurant Made in Italy,1
Grill Jambon,1
Eetcafe de Koggestolp,2
"Café Teerling, bij Bert & Anja",1
Steinbusch / L H E,2
Pino's Wereld Eetcafé,2
Restaurant – ijssalon de Boeter,1
MOOK Pancakes,1
Grand Café Marnix,2
Van de Valk Molenhoek,1
Keuken met Karakter,1
V.O.F. Chinees Ind. Restaurant \'China Town\',1
Cafetaria De Beemd V.O.F.,1
Prinsheerlijk Eten en Drinken,1
Piccola Italia,1
't Pumpke,1
Street Kitchen,2
Toasted & Roasted,1
Restaurant amis,1
Cafe De Herberg,1
De Bles,1
Chinese Restaurant Lai-Do,1
Pasta Vino,2
Holland Casino Rotterdam,1
Is Morus,1
Kuroge Wagyu Beef Restaurant Zao,1
't Haeventje VOF,2
STOOM beer&food,3
Sapori Del Sud Osteria,1
Food Matterz Cafe,1
Aan de Gracht Elburg,1
Bloem,1
Sicilia,1
Amigos Bbq Restaurant,1
't Haventje B.V.,2
Budget Broodjes Aalsmeer,3
De Frietbergh,1
Martin's Place,1
Klein Java,1
Taste of Asia,1
Kwalitaria Prinsenland,1
Restaurant Weijenborg 1739,1
Rose-Garden Evergreen,1
Eetcafé Iguana,2
Wong's Place,1
Grand café Tsien,2
\'Eetcafé 't Fortuin,1
Lekker Thais,1
Croissanterie La Marquise,2
Eetcafé De kleine wereld,2
Restaurant Padrino's,1
Bijzonder Restaurant het Borghuis,1
Club Bommel,1
Asian Flavours,1
De Voetangel,1
Café-Restaurant 't Centrum,1
Restaurant De Landbouw Wassenaar,1
Restaurant Hilko,1
Ramsis,1
CAFE ELIZE,2
Su Sardu,1
Spice Up,1
Lunchroom -Eetcafé \'Plein 10\',1
Barney's,1
Café De Pancraat,1
Traditional Grk Souvlaki,1
Rest.-O-Ricus Helmond V.O.F.,1
De Luifel,2
Het Vermeertje,1
Bij Cosineros,1
Kwalitaria Papendrecht,1
Cafe de kern,1
Dik & Lang Verse Vlaamse Frietjes,1
Sweetella,1
Café Cafetariabedrijf 't Engeltje,1
Buiten,1
Bar het Fort,1
Cafetaria De Platvis,1
Restaurant La Diva,1
La Place De Wuust,3
Ribs Royal,1
De Vrienden,2
Kwalitaria 't Middelpunt,1
Vapiano,3
Cafetaria Doornbos,1
Happy City,1
Minos Pallas,1
Café Zaal Kleijngeld,1
De Jonge Dikkert,1
Restaria 's-Gravenmoer,1
'T Bölke,1
LUNCHROOM DE PASSAAZJE,1
Restaurant BEAUX | Lunch - Borrel - Diner,2
The Breakfast Club,1
Restaurant 'De Belt',2
't Scha Grand café Bowling & Events,1
FoodMaster ('t haentje),1
Restaurant de Deining,2
Wapen van Giethoorn,1
Café Verderop,2
Halte Assel,1
Restaurant & Midgetgolf Terra nova,1
Golden River,1
Grand Café de Toekomst,1
Ka Shing,1
Amon,2
Toko Ina,1
Keurslagerij Bader,1
Eetcafe De Dijk,1
Restaurant Brazzo,1
Eetcafé \'Gerak\',1
Stick-up Indofood,1
Trattoria Panini,1
Molen \'De Duif\',1
Pizzeria Molise,1
Padjak De Smeltkroes 2.0,1
Coffeeshop Juice Bar The Old Church,1
Wok to Go,1
Chez Jessy,2
Café - Restaurant De Thermiekbel,1
DAVO Stadsbrouwerij & Proeflokaal,1
Johnny's Burger Co,1
Bagels & Beans Thomsonlaan Den Haag,1
CuliCare Catering,1
Lunchroom Bij Jacques,2
Very Italian Pizza Leiden,1
Herberg Bie De Tantes,1
Art de la terre,2
Café Cómodo,1
Studentencafé Cambridgebar,1
GourmetBar Restaurant,1
Restaurant Duinhoek,3
Restaurant Kievitsdel,1
Toro Dorado,1
Wok Me,1
Dorpsrestaurant De Lange,1
Café het Centrum,1
Trattoria da Gianni,1
Tapas restaurant Fino Waalwijk,2
Restaurant Glaswerk Wine • Beer • Food • Friends,1
Zwakenberg Eten & Drinken,1
Grieks Restaurant Athene,1
Direct Sushi,1
Fifty One Lunchroom,1
De Witte Hoeve,1
Café De Pimpelaar,1
Bakker Bart,1
Grillhouse \'By Onsz\',1
Rancho del Toro,2
Reyna Bé,1
Grieks Restaurant Dimitra,1
Broodje Willem,1
Taurus,1
Het vergulde ros,1
Kwalitaria Ridderhof,1
Döner Paleis Pamir,1
De kroeg,1
Grand Café Wester Paviljoen,1
Goesting Nuenen,1
Geraats,1
VIETFOODS B.V,1
Cafetaria De Spoorbrug,1
De Beren,3
Eetwinkel De Hollandsche Tuyn,1
Restaria Den Doel,1
Zalencentrum Mansier,1
Cafe-Restaurant 't Anker,1
Shell,1
Gastraum. Zum Blauen Bock,1
Ut Hierder Hepke,1
Het Ankertje,1
Enjoy & Learn,1
Sushi Centre,1
Hobbema,2
Humphrey's Restaurant Tilburg (gesloten),2
Toros Santiago,1
't Pletzke,2
Fresh Potato,3
The Peppermill,2
Pizzeria Adriano,1
Barkmeijer Stroobos BV,1
Cuisine Culinair Barendrecht,1
Indrapura,1
Grand Café Java,1
Snackbar en Catering De Engel,2
Yacht Club Lelystad-Haven,2
Vin Pearl,1
Café Q,2
't Pakhuyzz,2
Eetcafe Mosveld,1
Cafétaria Blauwe Reiger,1
Café de Ster,1
Kitchen Rani - curry & grill,1
Restaurant Quatre Bras Best,1
Restaurant / Grand Café \'De Vriend\',1
Café 't Zuid,1
Zuid Beach Pavillion,1
De Holle Bolle Gijs,1
Le Gone,1
Eetcafe De Tijd,1
Café De Bosrand,1
Snackbar Tussen de Vaarten,1
Il Sogno,1
Saladebar Oogst - Gezond én lekker lunchen in Alkmaar,1
Cafetaria Eet Goed,2
Thai Restaurant Rung,1
